SPEAKER	SENTENCE	DOMAINID	DOMAIN	CATEGORY	SPEAKERID	SENTENCEID	MAIN	SUB	QA	QACNCT	MQ	SQ	UA	SA	개체명	용어사전	지식베이스
고객	시럽은 어디있어요?	 F	카페	카페	1	19	시럽설탕요구		Q		시럽은 어디있어요?				시럽		시럽/토핑
점원	뒤쪽에 빨대랑 같이 있습니다	 F	카페	카페	0	20	시럽설탕요구		A					뒤쪽에 빨대랑 같이 있습니다	"뒤쪽, 빨대"		"뒤쪽/방향, 빨대/용품"
고객	종이컵에 물 한 컵 얻어가도 될까요?	 F	카페	카페	1	21	뜨거운차가운물요구		Q		종이컵에 물 한 컵 얻어가도 될까요?				"종이컵, 물, 한 컵"		"종이컵/일회용 컵, "
점원	뒤쪽에 종이컵있는데 주시면 담아드리겠습니다	 F	카페	카페	0	22	뜨거운차가운물요구		A					뒤쪽에 종이컵있는데 주시면 담아드리겠습니다	"뒤쪽, 종이컵"		"뒤쪽/방향, 종이컵/일회용 컵"
고객	플랜클링 이거 탄산들어있는거에요?	 F	카페	카페	1	23	메뉴문의		Q		플랜클링 이거 탄산들어있는거에요?				"플랜클링, 탄산"		"플랜클링/메뉴, 탄산/성분"
점원	네 다 들어있습니다	 F	카페	카페	0	24	메뉴문의		A					네 다 들어있습니다			
고객	많이 달아요?	 F	카페	카페	1	25	메뉴문의		Q		많이 달아요?						
점원	많이 달진않고 어느정도 단 맛은 있어요	 F	카페	카페	0	26	메뉴문의		A					많이 달진않고 어느정도 단 맛은 있어요	단 맛		단/맛
고객	플랜클링레몬 하나 주세요	 F	카페	카페	1	27	일반주문		Q		플랜클링레몬 하나 주세요				"플랜클링레몬, 하나"		"플랜클링레몬/메뉴, 하나/수량"
점원	4000원 결제 도와드릴게요	 F	카페	카페	0	28	결제요청		A					4000원 결제 도와드릴게요	"4000원, 결제"		4000원/금액
고객	씨제이카드 있으면 적립되나요?	 F	카페	카페	1	29	쿠폰멤버십적립문의		Q		씨제이카드 있으면 적립되나요?				"씨제이 카드, 적립"		씨제이 카드/적립수단
점원	네 번호 입력해주세요	 F	카페	카페	0	30	쿠폰멤버십적립문의		A					네 번호 입력해주세요	번호		
고객	저쪽에 있는건 아이스크림이죠?	 F	카페	카페	1	31	메뉴문의		Q		저쪽에 있는건 아이스크림이죠?				아이스크림		아이스크림/메뉴
점원	아니요 떠먹는 케이크에요	 F	카페	카페	0	32	메뉴문의		A					아니요 떠먹는 케이크에요	떠먹는 케이크		떠먹는 케이크/메뉴
고객	얼음은 그냥 무료로 주시나요?	 F	카페	카페	1	33	얼음요구		Q		얼음은 그냥 무료로 주시나요?				"얼음, 무료"		"얼음/재료, 무료/금액"
점원	네 무료입니다	 F	카페	카페	0	34	얼음요구		A					네 무료입니다	무료		무료/금액
고객	여기 몇 시까지해요?	 F	카페	카페	1	35	영업시간문의		Q		여기 몇 시까지해요?				몇 시		몇 시/시간
점원	11시 50분까지 합니다	 F	카페	카페	0	36	영업시간문의		A					11시 50분까지 합니다	0.493055556		11시 50분/시간
고객	여기 시원한게 뭐 어떤게 있죠?	 F	카페	카페	1	1	메뉴문의		Q		여기 시원한게 뭐 어떤게 있죠?				시원		시원/온도
점원	커피종류 말씀하시는건가요?	 F	카페	카페	0	2	메뉴문의		Q			커피종류 말씀하시는건가요?			"커피, 종류"		커피/메뉴
고객	아니요 커피말구요	 F	카페	카페	1	3	메뉴문의		A				아니요 커피말구요		커피		커피/메뉴
점원	네 티종류에도 얼그레이 자스민 있고 아니면 고구마라떼 홍차라떼 초콜릿티 복숭아티 이렇게 있습니다	 F	카페	카페	0	4	메뉴문의		A	1				네 티종류에도 얼그레이 자스민 있고 아니면 고구마라떼 홍차라떼 초콜릿티 복숭아티 이렇게 있습니다	"티, 종류, 얼그레이, 자스민, 고구마라떼, 홍차라떼, 초콜릿티, 복숭아티"		"티/메뉴, 얼그레이/메뉴, 자스민/메뉴, 고구마라떼/메뉴, 홍차라떼/메뉴, 초콜릿티/메뉴, 복숭아티/메뉴"
고객	아이스 아메리카노는 얼마에요?	 F	카페	카페	1	5	가격문의		Q		아이스 아메리카노는 얼마에요?				"아이스, 아메리카노"		"아이스/온도, 아메리카노/메뉴"
점원	3800원입니다	 F	카페	카페	0	6	가격문의		A					3800원입니다	3800원		3800원/금액
고객	두 개 주세요	 F	카페	카페	1	7	일반주문		Q		두 개 주세요				두 개		두 개/수량
점원	네 잠시만 기다려주세요	 F	카페	카페	0	8	일반주문		A					네 잠시만 기다려주세요			
고객	저 베이글은 뭐 발라서 주는거에요?	 F	카페	카페	1	9	메뉴문의		Q		저 베이글은 뭐 발라서 주는거에요?				베이글		베이글/메뉴
점원	베이글은 플레인맛이랑 어니언맛 있습니다	 F	카페	카페	0	10	메뉴문의		A					베이글은 플레인맛이랑 어니언맛 있습니다	"베이글, 플레인맛, 어니언맛"		"베이글/메뉴, 플레인맛/맛, 어니언맛/맛"
고객	그럼 바르는 소스는 따로 없는거에요?	 F	카페	카페	1	11	메뉴문의		Q		그럼 바르는 소스는 따로 없는거에요?				소스		소스/토핑
점원	저희 바르는 소스는 따로 없고 크림치즈를 이렇게 드려요	 F	카페	카페	0	12	메뉴문의		A					저희 바르는 소스는 따로 없고 크림치즈를 이렇게 드려요	"소스, 크림치즈"		"소스/토핑, 크림치즈/토핑"
고객	여기서 데워서 주는거에요?	 F	카페	카페	1	13	조리요구		Q		여기서 데워서 주는거에요?						
점원	네 데워서 드립니다	 F	카페	카페	0	14	조리요구		A					네 데워서 드립니다			
고객	아이스아메리카노 두 개만 주세요	 F	카페	카페	1	15	일반주문		Q		아이스아메리카노 두 개만 주세요				"아이스, 아메리카노, 두 개"		"아이스/온도, 아메리카노/메뉴, 두 개/수량"
점원	네 뜨거운 물 같이 준비해드릴까요?	 F	카페	카페	0	16	일반주문	뜨거운차가운물요구	Q			네 뜨거운 물 같이 준비해드릴까요?			"뜨거운, 물"		뜨거운/온도
고객	아뇨 뜨거운 물 놔두고 아이스아메리카노만 주세요	 F	카페	카페	1	17	일반주문	뜨거운차가운물요구	A				아뇨 뜨거운 물 놔두고 아이스아메리카노만 주세요		"뜨거운, 물, 아이스, 아메리카노"		"뜨거운/온도, 아이스/온도, 아메리카노/메뉴"
점원	네 쿠폰도 만들어 드릴까요?	 F	카페	카페	0	18	결제요청	포인트적립할인	Q			네 쿠폰도 만들어 드릴까요?			쿠폰		쿠폰/적립수단
고객	네 화장실 어디있나요?	 F	카페	카페	1	19	화장실위치문의		Q		네 화장실 어디있나요?				화장실		화장실/장소
점원	저쪽에 푸드코트쪽으로 쭉 가시면 돼요	 F	카페	카페	0	20	화장실위치문의		A					저쪽에 푸드코트쪽으로 쭉 가시면 돼요	푸드코트		푸드코트/장소
고객	여기 주차권은 무료되나요?	 F	카페	카페	1	21	주차권주차도장요구		Q		여기 주차권은 무료되나요?				"주차권, 무료"		무료/금액
점원	주말에는 5시간 무료에요	 F	카페	카페	0	22	주차권주차도장요구		A					주말에는 5시간 무료에요	"주말, 5시간, 무료"		"주말/날짜, 5시간/시간, 무료/금액"
고객	휴지는 어딨어요?	 F	카페	카페	1	23	냅킨물티슈요구		Q		휴지는 어딨어요?				휴지		휴지/용품
점원	냅킨 오른쪽에 있어요	 F	카페	카페	0	24	냅킨물티슈요구		A					냅킨 오른쪽에 있어요	"냅킨, 오른쪽"		"냅킨/용폼, 오른쪽/방향"
고객	여기 생과일 주스는 뭐가 있어요?	 F	카페	카페	1	1	메뉴문의		Q		여기 생과일 주스는 뭐가 있어요?				생과일 주스		생과일 주스/메뉴
점원	자몽이랑 바나나랑 토마토있어요	 F	카페	카페	0	2	메뉴문의		A					자몽이랑 바나나랑 토마토있어요	"자몽, 바나나, 토마토"		"자몽/재료, 바나나/재료, 토마토/재료"
고객	차 종류는 이거에요?	 F	카페	카페	1	3	메뉴문의		Q		차 종류는 이거에요?				"차, 종류"		차/메뉴
점원	차는 메뉴판보면 티종류에 있어요	 F	카페	카페	0	4	메뉴문의		A					차는 메뉴판보면 티종류에 있어요	"차, 메뉴판, 티, 종류"		"차/메뉴, 티/메뉴"
고객	바나나주스는 어떻게 만드는거에요?	 F	카페	카페	1	5	메뉴문의		Q		바나나주스는 어떻게 만드는거에요?				바나나주스		바나나주스/메뉴
점원	생과일 바나나넣고 우유넣고 만드는거에요	 F	카페	카페	0	6	메뉴문의		A					생과일 바나나넣고 우유넣고 만드는거에요	"생과일, 바나나, 우유"		"생과일/재료, 바나나/재료, 우유/재료"
고객	너무 달진 않아요?	 F	카페	카페	1	7	메뉴문의		Q		너무 달진 않아요?						
점원	생과일 주스 중에는 달아요	 F	카페	카페	0	8	메뉴문의		A					생과일 주스 중에는 달아요	생과일 주스		생과일 주스/메뉴
고객	시럽을 많이 넣어서 그래요?	 F	카페	카페	1	9	메뉴문의		Q		시럽을 많이 넣어서 그래요?				시럽		시럽/토핑
점원	벌꿀을 넣습니다	 F	카페	카페	0	10	메뉴문의		A					벌꿀을 넣습니다	벌꿀		벌꿀/재료
고객	에스프레소 콘파냐는 뭐에요?	 F	카페	카페	1	11	메뉴문의		Q		에스프레소 콘파냐는 뭐에요?				에스프레소 콘파냐		에스프레소 콘파냐/메뉴
점원	에스프레소위에 콘파냐 올라가는거에요	 F	카페	카페	0	12	메뉴문의		A					에스프레소위에 콘파냐 올라가는거에요	"에스프레소, 콘파냐"		"에스프레소/메뉴, 콘파냐/토핑"
고객	토마토주스 작은 거 되나요?	 F	카페	카페	1	13	주문가능여부문의		Q		토마토주스 작은 거 되나요?				토마토 주스		토마토 주스/메뉴
점원	레귤러가 제일 작은컵이에요	 F	카페	카페	0	14	일반주문		A					레귤러가 제일 작은컵이에요	"레귤러, 작은컵"		레귤러/사이즈
고객	토마토주스 너무 달게하진 말고 하나 주세요	 F	카페	카페	1	15	일반주문		Q		토마토주스 너무 달게하진 말고 하나 주세요				"토마토 주스, 달게, 하나"		"토마토 주스/메뉴, 달게/맛, 하나/수량"
점원	드시고 가세요?	 F	카페	카페	0	16	테이크아웃요구	테이크아웃여부	Q			드시고 가세요?					
고객	네 먹고갈께요	 F	카페	카페	1	17	테이크아웃요구	테이크아웃여부	A				네 먹고갈께요				
점원	5300원입니다	 F	카페	카페	0	18	가격문의		A	15				5300원입니다	5300원		5300원/금액
고객	카드되죠?	 F	카페	카페	1	19	결제문의		Q		카드되죠?				카드		카드/결제수단
점원	네 가능합니다	 F	카페	카페	0	20	결제문의		A					네 가능합니다			
고객	영수증 주세요	 F	카페	카페	1	21	영수증요청		Q		영수증 주세요				영수증 		
점원	잠시만 기다려주세요	 F	카페	카페	0	22	영수증요청		A					잠시만 기다려주세요			
고객	이거 먹다가 테이크아웃되나요?	 F	카페	카페	1	23	테이크아웃문의		Q		이거 먹다가 테이크아웃되나요?				테이크아웃 		테이크아웃/포장
점원	가져오시면 저희가 잔을 바꿔드려요	 F	카페	카페	0	24	테이크아웃문의		A					가져오시면 저희가 잔을 바꿔드려요	잔		잔/컵
고객	자몽주스하고 자몽에이드는 뭐가 차이점이에요?	 F	카페	카페	1	25	메뉴문의		Q		자몽주스하고 자몽에이드는 뭐가 차이점이에요?				"자몽주스, 자몽에이드, 차이점"		"자몽주스/메뉴, 자몽에이드/메뉴"
점원	에이드에는 설탕이 들어갑니다	 F	카페	카페	0	26	메뉴문의		A					에이드에는 설탕이 들어갑니다	"에이드, 설탕"		"에이드/메뉴, 설탕/재료"
고객	자몽주스는 그냥 자몽 생으로 가는 거에요?	 F	카페	카페	1	27	메뉴문의		Q		자몽주스는 그냥 자몽 생으로 가는 거에요?				"자몽주스, 자몽"		"자몽주스/메뉴, 자몽/재료"
점원	계랑컵에 물이랑 희석해서 갈아요	 F	카페	카페	0	28	메뉴문의		A					계랑컵에 물이랑 희석해서 갈아요	"계량컵, 물, 희석"		
고객	여기 앉을까요?	 F	카페	카페	1	29	자리여부문의		Q		여기 앉을까요?						
점원	아무데나 앉으시면 저희가 불러드릴께요	 F	카페	카페	0	30	일반주문		A					아무데나 앉으시면 저희가 불러드릴께요			
고객	에그햄머핀은 양이 많아요?	 F	카페	카페	1	31	메뉴문의		Q		에그햄머핀은 양이 많아요?				"에그햄머핀, 양"		에그햄머핀/메뉴
점원	맥도날드 머핀만한 크기입니다	 F	카페	카페	0	32	메뉴문의		A					맥도날드 머핀만한 크기입니다	"맥도날드, 머핀, 크기"		"맥도날드/브랜드명, 머핀/메뉴, 크기/사이즈"
고객	민트라떼는 어떤거에요?	 F	카페	카페	1	1	메뉴문의		Q		민트라떼는 어떤거에요?				민트라떼		민트라떼/메뉴
점원	민트시럽이랑 커피랑 나가는거에요	 F	카페	카페	0	2	메뉴문의		A					민트시럽이랑 커피랑 나가는거에요	"민트시럽, 커피"		"민트시럽/토핑, 커피/메뉴"
고객	라떼면 우유들어가요?	 F	카페	카페	1	3	메뉴문의		Q		라떼면 우유들어가요?				"라떼, 우유"		"라떼/메뉴, 우유/재료"
점원	네 들어갑니다	 F	카페	카페	0	4	메뉴문의		A					네 들어갑니다			
고객	많이 달아요?	 F	카페	카페	1	5	메뉴문의		Q		많이 달아요?						
점원	달기보단 민트향이 강하게 나요	 F	카페	카페	0	6	메뉴문의		A					달기보단 민트향이 강하게 나요	민트향		민트향/향
고객	카페라떼 한 잔 주세요	 F	카페	카페	1	7	일반주문		Q		카페라떼 한 잔 주세요				"카페라떼, 한 잔"		"카페라떼/메뉴, 한 잔/수량"
점원	따뜻한거 맞으세요?	 F	카페	카페	0	8	일반주문	음료온도	Q			따뜻한거 맞으세요?			따뜻		따뜻/온도
고객	네 루이보스 바닐라도 루이보스랑 바닐라 두 개가 합쳐진거에요?	 F	카페	카페	1	9	메뉴문의		Q		네 루이보스 바닐라도 루이보스랑 바닐라 두 개가 합쳐진거에요?				"루이보스 바닐라, 루이보스, 바닐라, 두 개"		"루이보스 바닐라/메뉴, 루이보스/재료, 바닐라/재료, 두 개/수량"
점원	네 두 개 합쳐진겁니다	 F	카페	카페	0	10	메뉴문의		A					네 두 개 합쳐진겁니다	두 개		두 개/수량
고객	레귤러가 제일 작은거에요?	 F	카페	카페	1	11	사이즈요구		Q		레귤러가 제일 작은거에요?				"레귤러, 작은컵"		레귤러/사이즈
점원	네 라떼랑 카푸치노 한 잔 맞으세요?	 F	카페	카페	0	12	일반주문	주문확인	Q			네 라떼랑 카푸치노 한 잔 맞으세요?			"라떼, 카푸치노, 한 잔"		"라떼/메뉴, 카푸치노/메뉴, 한 잔/수량"
고객	네	 F	카페	카페	1	13	사이즈요구		A				네				
점원	드시고 가세요?	 F	카페	카페	0	14	테이크아웃요구	테이크아웃여부	Q			드시고 가세요?					
고객	네	 F	카페	카페	1	15	테이크아웃요구	테이크아웃여부	A				네				
점원	영수증 드릴까요?	 F	카페	카페	0	16	결제요청	영수증	Q			영수증 드릴까요?			영수증		
고객	네 카푸치노 한 개 카페라떼로 바꿀 수 있나요?	 F	카페	카페	1	17	주문내용변경		Q		네 카푸치노 한 개 카페라떼로 바꿀 수 있나요?				"카푸치노, 한 개, 카페라떼"		"카푸치노/메뉴, 한 개/수량, 카페라떼/메뉴"
점원	네 변경 가능합니다	 F	카페	카페	0	18	주문내용변경		A					네 변경 가능합니다	변경		
고객	여기 식사도 있나 봐요?	 F	카페	카페	1	19	메뉴문의		Q		여기 식사도 있나 봐요?				식사		
점원	네 냉동필라프 있습니다	 F	카페	카페	0	20	메뉴문의		A					네 냉동필라프 있습니다	냉동필라프		냉동필라프/메뉴
고객	내맘대로 커피는 샷을 조절 할 수 있는거에요?	 F	카페	카페	1	1	메뉴문의		Q		내맘대로 커피는 샷을 조절 할 수 있는거에요?				"내맘대로 커피, 샷, 조절"		"내맘대로 커피/메뉴, 샷/메뉴"
점원	네 조절 하는 거에요	 F	카페	카페	0	2	메뉴문의		A					네 조절 하는 거에요	조절		
고객	여기 복지카드 할인되죠?	 F	카페	카페	1	3	할인문의		Q		여기 복지카드 할인되죠?				"복지카드, 할인"		복지카드/할인종류
점원	복지카드는 원플러스원 커플요금제입니다	 F	카페	카페	0	4	할인문의		A					복지카드는 원플러스원 커플요금제입니다	"복지카드, 원플러스원 커플요금제"		"복지카드/할인종류, 원플러스원 커플요금제/할인종류"
고객	멤버십 VIP고객은 안 되는 거에요?	 F	카페	카페	1	5	할인문의		Q		멤버십 VIP고객은 안 되는 거에요?				"멤버십, VIP고객"		"멤버십/할인종류, VIP고객/회원등급"
점원	네 커플요금제만 가능합니다	 F	카페	카페	0	6	할인문의		A					네 커플요금제만 가능합니다	커플요금제		커플요금제/할인종류
고객	카푸치노가 좀 쓰나요?	 F	카페	카페	1	7	메뉴문의		Q		카푸치노가 좀 쓰나요?				카푸치노 		카푸치노/메뉴
점원	조금 쓸 수도 있어요	 F	카페	카페	0	8	메뉴문의		A					조금 쓸 수도 있어요			
고객	부드럽게 할 수 있나요?	 F	카페	카페	1	9	메뉴문의		Q		부드럽게 할 수 있나요?						
점원	샷을 하나 빼시면 됩니다	 F	카페	카페	0	10	메뉴문의		A					샷을 하나 빼시면 됩니다	"샷, 하나"		"샷/메뉴, 하나/수량"
고객	원래는 투 샷이에요?	 F	카페	카페	1	11	메뉴문의		Q		원래는 투 샷이에요?				투 샷		투 샷/메뉴
점원	원래 투 샷입니다	 F	카페	카페	0	12	메뉴문의		A					원래 투 샷입니다	투 샷		투 샷/메뉴
고객	한 샷 반으로 해주세요	 F	카페	카페	1	13	에스프레소샷개수요구		Q		한 샷 반으로 해주세요				한 샷 반		한 샷 반/메뉴
점원	네 따뜻하게 해드려요?	 F	카페	카페	0	14	일반주문	음료온도	Q			네 따뜻하게 해드려요?			따뜻		따뜻/온도
고객	네 따뜻하게 해주시고 여기 라자냐있죠?	 F	카페	카페	1	15	메뉴문의		Q		네 따뜻하게 해주시고 여기 라자냐있죠?				"따뜻, 라자냐"		"따뜻/온도, 라자냐/메뉴"
점원	네 있습니다	 F	카페	카페	0	16	메뉴문의		A					네 있습니다			
고객	라자냐는 양이 많나요?	 F	카페	카페	1	17	메뉴문의		Q		라자냐는 양이 많나요?				"라자냐, 양"		라자냐/메뉴
점원	양이 그렇게 많지는 않아요	 F	카페	카페	0	18	메뉴문의		A					양이 그렇게 많지는 않아요	양		
고객	바닐라딜라이트 주세요	 F	카페	카페	1	19	일반주문		Q		바닐라딜라이트 주세요				바닐라딜라이트		바닐라딜라이트/메뉴
점원	네 드시고 가시죠?	 F	카페	카페	0	20	테이크아웃요구	테이크아웃여부	Q			네 드시고 가시죠?					
고객	네 먹다가 혹시 밖으로 나가고싶으면 테이크아웃잔에 담아주세요?	 F	카페	카페	1	21	테이크아웃문의		Q		네 먹다가 혹시 밖으로 나가고싶으면 테이크아웃잔에 담아주세요?				테이크아웃 잔		테이크아웃 잔/일회용 컵
점원	네 가져오시면 돼요	 F	카페	카페	0	22	테이크아웃문의		A					네 가져오시면 돼요			
고객	애플그린씨 안에 계란들어있는거에요?	 F	카페	카페	1	23	메뉴문의		Q		애플그린씨 안에 계란들어있는거에요?				"애플그린씨, 계란"		"애플그린씨/메뉴, 계랸/재료"
점원	네 들어있습니다	 F	카페	카페	0	24	메뉴문의		A					네 들어있습니다			
고객	여기는 리필정책이 있네요?	 F	카페	카페	1	25	리필문의		Q		여기는 리필정책이 있네요?				리필		
점원	네 리필해드립니다	 F	카페	카페	0	26	리필문의		A					네 리필해드립니다	리필		
고객	할리스매장은 다 리필되는거에요?	 F	카페	카페	1	27	리필문의		Q		할리스매장은 다 리필되는거에요?				"할리스, 리필"		할리스/브랜드명
점원	다 되는데 머그컵으로 드셨을 경우에만 리필해 드립니다	 F	카페	카페	0	28	리필문의		A					다 되는데 머그컵으로 드셨을 경우에만 리필해 드립니다	"머그컵, 리필"		머그컵/컵
고객	여기 주차장공용이죠?	 F	카페	카페	1	29	주차문의		Q		여기 주차장공용이죠?				"주차장, 공용"		주차장/장소
점원	네 공용입니다	 F	카페	카페	0	30	주차문의		A					네 공용입니다	공용		
고객	유로드립이 우리 일반적으로 마시는 것보다 순해요?	 F	카페	카페	1	1	메뉴문의		Q		유로드립이 우리 일반적으로 마시는 것보다 순해요?				유로드립		유로드립/메뉴
점원	네 유로드립은 상대적으로 연한 편입니다	 F	카페	카페	0	2	메뉴문의		A					"네, 유로드립은 상대적으로 연한 편입니다"	"유로드립, 연한"		"유로드립/메뉴, 연한/맛"
고객	샷은 몇 개나 추가되는 거예요?	 F	카페	카페	1	3	메뉴문의		Q		샷은 몇 개나 추가되는 거예요?				"샷, 추가"		샷/메뉴
점원	"유로드립은 샷이 들어가지 않고, 내려 마시는 음료입니다"	 F	카페	카페	0	4	메뉴문의		A					"유로드립은 샷이 들어가지 않고, 내려 마시는 음료입니다"	"유로드립, 샷, 음료"		"유로드립/메뉴, 샷/메뉴"
고객	여기 딸기 주스는 없어요?	 F	카페	카페	1	5	메뉴문의		Q		여기 딸기 주스는 없어요?				딸기 주스		딸기 주스/메뉴
점원	네 죄송하지만 딸기 주스는 없습니다	 F	카페	카페	0	6	메뉴문의		A					"네, 죄송하지만 딸기 주스는 없습니다"	딸기 주스		딸기 주스/메뉴
고객	생딸기 주스 없어요?	 F	카페	카페	1	7	메뉴문의		Q		생딸기 주스 없어요?				생딸기 주스		생딸기 주스/메뉴
점원	네 죄송하지만 생딸기 주스는 없습니다	 F	카페	카페	0	8	메뉴문의		A					"네, 죄송하지만 생딸기 주스는 없습니다"	생딸기 주스		생딸기 주스/메뉴
고객	큐브라떼도 커피인가요?	 F	카페	카페	1	9	메뉴문의		Q		큐브라떼도 커피인가요?				"큐브라떼, 커피"		큐브라떼/메뉴
점원	큐브라떼는 얼린 커피에 뜨거운 우유를 넣어 녹여 마시는 음료입니다	 F	카페	카페	0	10	메뉴문의		A					큐브라떼는 얼린 커피에 뜨거운 우유를 넣어 녹여 마시는 음료입니다	"큐브라떼, 얼린, 커피, 뜨거운, 우유, 음료"		"큐브라떼/메뉴, 커피/재료, 뜨거운/온도, 우유/재료"
고객	큐브라떼는 맛이 좀 강해요?	 F	카페	카페	1	11	메뉴문의		Q		큐브라떼는 맛이 좀 강해요?				"큐브라떼, 맛"		큐브라떼/메뉴
점원	"고객님의 입맛에 따라 다르겠지만, 큐브라떼는 일반적인 아이스 라떼와 비슷합니다"	 F	카페	카페	0	12	메뉴문의		A					"고객님의 입맛에 따라 다르겠지만, 큐브라떼는 일반적인 아이스 라떼와 비슷합니다"	"고객님, 입맛, 큐브라떼, 아이스, 라떼"		"고객님/호칭, 큐브라떼/메뉴, 아이스/온도, 라떼/메뉴"
고객	"유로드립 한 잔 하구요, 카푸치노 주세요"	 F	카페	카페	1	13	일반주문		Q		"유로드립 한 잔 하구요, 카푸치노 주세요"				"유로드립, 한 잔, 카푸치노"		"유로드립/메뉴, 한 잔/수량, 카푸치노/메뉴"
점원	카푸치노는 따뜻하게 드릴까요?	 F	카페	카페	0	14	일반주문	음료온도	Q			카푸치노는 따뜻하게 드릴까요?			"카푸치노, 따뜻"		"카푸치노/메뉴, 따뜻/온도"
고객	네	 F	카페	카페	1	15	일반주문	음료온도	A				네				
점원	네 카푸치노 따뜻하게 준비해드리겠습니다	 F	카페	카페	0	16	일반주문		A	13				"네, 카푸치노 따뜻하게 준비해드리겠습니다"	"카푸치노, 따뜻"		"카푸치노/메뉴, 따뜻/온도"
고객	삼성페이 결제 되나요?	 F	카페	카페	1	17	모바일페이결제		Q		삼성페이 결제 되나요?				"삼성페이, 결제"		삼성페이/결제수단
점원	네 삼성페이 결제 가능합니다	 F	카페	카페	0	18	모바일페이결제		A					"네, 삼성페이 결제 가능합니다"	"삼성페이, 결제"		삼성페이/결제수단
고객	테이크아웃잔은 안 되죠?	 F	카페	카페	1	19	테이크아웃문의		Q		테이크아웃잔은 안 돼죠?				테이크아웃잔		테이크아웃잔/일회용컵
점원	테이크아웃잔에 드릴 수 있습니다	 F	카페	카페	0	20	테이크아웃문의		A					테이크아웃잔에 드릴 수 있습니다	테이크아웃잔		테이크아웃잔/일회용컵
고객	핸드폰은 조심해서 만져주세요	 F	카페	카페	1	21	기타문의		Q		핸드폰은 조심해서 만져주세요				핸드폰		
점원	네 알겠습니다	 F	카페	카페	0	22	기타문의		A					"네, 알겠습니다"			
고객	삼성페이가 안돼면 다른 카드로 계산할게요	 F	카페	카페	1	23	결제요청		Q		삼성페이가 안돼면 다른 카드로 계산할게요				"삼성페이, 카드, 계산"		"삼성페이/결제수단, 카드/결제수단"
점원	네 알겠습니다	 F	카페	카페	0	24	결제요청		A					"네, 알겠습니다"			
고객	사이드는 다콰즈 종류 외에는 없어요?	 F	카페	카페	1	1	메뉴문의		Q		사이드는 다콰즈 종류 외에는 없어요?				"사이드, 다콰즈, 종류"		"사이드/메뉴, 다콰즈/메뉴"
점원	"고객님, 죄송하지만 다른 종류는 다 팔렸습니다"	 F	카페	카페	0	2	메뉴문의		A					"고객님, 죄송하지만 다른 종류는 다 팔렸습니다"	"고객님, 종류"		고객님/호칭
고객	얼그레이하고 레몬차 중에서 좀 덜 단 맛이 나는건 어떤거죠?	 F	카페	카페	1	3	메뉴문의		Q		얼그레이하고 레몬차 중에서 좀 덜 단 맛이 나는건 어떤거죠?				"얼그레이, 레몬차, 단 맛"		"얼그레이/메뉴, 레몬차/메뉴, 단 맛/맛"
점원	얼그레이와 레몬차는 단 맛을 내는 재료가 똑같이 들어갑니다 	 F	카페	카페	0	4	메뉴문의		A					얼그레이와 레몬차는 단 맛을 내는 재료가 똑같이 들어갑니다 	"얼그레이, 레몬차, 단 맛, 재료"		"얼그레이/메뉴, 레몬차/메뉴, 단 맛/맛"
고객	여기 커피가 좀 맛이 강한가요?	 F	카페	카페	1	5	메뉴문의		Q		여기 커피가 좀 맛이 강한가요?				"커피, 맛"		커피/메뉴
점원	저희 매장은 커피에 에스프레소 샷을 두 개 넣고 있습니다	 F	카페	카페	0	6	메뉴문의		A					저희 매장은 커피에 에스프레소 샷을 두 개 넣고 있습니다	"매장, 커피, 에스프레소 샷, 두 개"		"커피/메뉴, 에스프레소 샷/메뉴, 두 개/수량"
고객	혹시 좀 덜 진하게 할 수 있나요?	 F	카페	카페	1	7	에스프레소샷개수요구		Q		혹시 좀 덜 진하게 할 수 있나요?				진하게		진하게/맛
점원	네 연하게 가능합니다	 F	카페	카페	0	8	물우유량요구		A					"네, 연하게 가능합니다"	연하게		연하게/맛
고객	아인슈페너는 뭐죠?	 F	카페	카페	1	9	메뉴문의		Q		아인슈페너는 뭐죠?				아인슈페너		아인슈페너/메뉴
점원	아인슈페너는 진한 아메리카노 위에 크림을 올린 음료입니다	 F	카페	카페	0	10	메뉴문의		A					아인슈페너는 진한 아메리카노 위에 크림을 올린 음료입니다	"아인슈페너, 진한, 아메리카노, 위, 크림, 음료"		"아인슈페너/메뉴, 진한/맛, 아메리카노/메뉴, 위/방향, 크림/토핑"
고객	아인슈페너 한 개랑 아메리카노 따뜻한거 하나 주세요	 F	카페	카페	1	11	일반주문		Q		아인슈페너 한 개랑 아메리카노 따뜻한거 하나 주세요				"아인슈페너, 한 개, 아메리카노, 따뜻, 하나"		"아인슈페너/메뉴, 한 개/수량, 아메리카노/메뉴, 따뜻/온도, 하나/수량"
점원	네 결제 도와드리겠습니다	 F	카페	카페	0	12	일반주문		A					"네, 결제 도와드리겠습니다"	결제		
고객	영수증 주세요	 F	카페	카페	1	13	영수증요청		Q		영수증 주세요				영수증		
점원	네 영수증 드리겠습니다	 F	카페	카페	0	14	영수증요청		A					"네, 영수증 드리겠습니다"	영수증		
고객	혹시 따뜻한 물 좀 얻을 수 있을까요?	 F	카페	카페	1	15	뜨거운차가운물요구		Q		혹시 따뜻한 물 좀 얻을 수 있을까요?				"따뜻, 물"		따뜻/온도
