text	label
네 따뜻한 아메리카노 한 잔 주세요	잠시만 기다려주세요
연유라떼는 뭐에요?	말그대로 연유랑 에스프레소랑 우유 들어가구요
연유라는게 우리가 빙수에 뿌려먹는 연유 그거 말하는 거에요?	네 그렇게 파는게 스타벅스에 돌체라떼인데 연유 들어가요
연유랑 커피가 잘 어울려요?	네 원래 스페인가면 사람들이 에스프레소에 연유만 뿌려서 먹거든요
사장님 여기 와이파이는 안되나요?	와이파이 가능하세요
와이파이 비밀번호가 어떻게 되죠?	핸드폰 주시면 제가 잡아드릴게요
프라페는 차가운 거에요?	네 프라페에 얼음 막 갈아서 차가운 거에요
밤라떼는 밤이 들어가요?	밤을 삶아서 들어가는데 다른 가게처럼 액기스 그런 걸로 안해요
여기는 밤 자체를 그냥 넣으시는거에요?	네 밤라떼 맛있을 거에요
그럼 밤라떼 하나 주세요	네 잠시만 기다려주세요
카드로 계산 해도 되나요?	네 카드 결제 가능합니다
그러면 여기는 생과일 주스 이런 것도 전부 생과일 갈아서 하시겠네요?	냉장고 보시면 아시겠지만 생과일에다가 저희는 첨가물 같은거 안 넣습니다
쿠폰 하나 만들어주세요	네 만들어 드릴게요
쿠폰은 몇 개 먹어야 한 잔 주고 이런거에요?	쿠폰에 적혀 있듯이 열 번 먹으면 아무거나 드시고 싶은거 한 잔 드려요
가격 상관없이 아무 커피나요?	네 가격 상관없이 한 잔 드려요
블랙화이트는 뭐에요?	우유 적게 들어가고 커피가 많이 들어간 거에요
그러면 블랙화이트는 단 것이 아예 안들어가는거에요?	사이즈가 큰 거는 많이 들어가고 작은 거는 적게 들어가고 다 달라요
블랙화이트도 사이즈가 있어요?	작은 사이즈는 없고 중간 사이즈랑 큰 사이즈 있어요
그러면 카페라떼 하나 주시고 설탕은 추가로 해야되나요?	설탕 넣어드릴까요?
설탕 많이는 넣지 말고 조금만 넣어주세요	그러면은 따로 드릴테니까 조절하세요
제가 설탕 조절해야돼요?	손님 조금이랑 저의 조금이랑 다르잖아요
그러면 설탕 따로 주세요	라떼 따뜻한 거 한 잔 맞으세요?
네 라떼 따뜻한 거 한 잔 맞습니다	드시고 가세요?
아니요 가지고 갈게요	따뜻한 라떼 한 잔 삼천 오백 원입니다
여기는 할인되거나 할인되는 카드는 없어요?	따로 없고 저희 포인트 카드가 있는데 포인트 카드 만드시면 5프로씩 적립해드립니다
영수증 좀 주세요	영수증 여기 있고 라떼는 섞어드시면 돼요
여기 설탕 얼마나 넣어야 되나요?	3분의 1정도만 넣으시면 됩니다
설탕말고 시럽은 없어요?	뜨거운 라떼는 설탕이 잘 녹아서 설탕만 녹여도 맛있어요
따뜻한 라떼에 시럽보다 설탕이 나아요?	네 따뜻한 라떼는 시럽보다 설탕이낫습니다
홍시 스무디 있나요?	홍시 스무디는 지금 안돼요
홍시 스무디 왜 안되나요?	홍시 스무디가 재료가 다 떨어져가지구요
홍시가 없는거에요?	네 오전까진 다 됐는데 점심 때 다 나가가지고요
홍시 스무디가 잘나가나봐요?	네 그래서 홍시 다시 공수해와야돼요
그러면 아메리카노 한 잔 주세요	따뜻한 아메리카노 맞으신가요?
네 따뜻한 아메리카노 맞아요	따뜻한 아메리카노 한 잔 삼천 오백 원 결제해드릴게요
샷은 몇 개 들어가죠?	샷은 한 개 들어가요
시럽은 얼마나 들어가나요?	시럽은 이거 가져가시면 됩니다
여기 와이파이 되나요?	와이파이 키셔서 IPTIME 사용하시면 돼요
와이파이 비밀번호 알려주세요	와이파이 비밀번호 없습니다
와이파이 개방형인가요?	네 와이파이 개방형 맞습니다
화이트 카페모카는 많이 달아요?	휘핑크림하고 화이트 초코가 들어가요
화이트초코요?	네 흰색 초코요
그럼 많이 달겠네요?	휘핑크림도 올라가고 초코도 있어서 좀 달아요
비엔나 커피도 달아요?	비엔나는 아메리카노에 휘핑크림 올라가는거라서 많이 달진 않아요
그럼 비엔나 커피 하나 주세요	커피 따뜻한 거 차가운 거 어떤 걸로 드릴까요?
커피 차가운 것도 되나요?	커피 차가운 것도 됩니다
얼음 좀 작게 넣어주세요	얼음 작게 넣어 드실거면 따뜻하게 드시는게 나을 것 같습니다
따뜻한 비엔나 커피는 많이 안 달아요?	네 단 거 좋아하시면은 거기다가 설탕 넣어 드셔도 되고 안 달아요
혹시 그 위에 다가 시나몬 가루 좀 뿌려주실 수 있나요?	네 시나몬 가루 뿌려드릴게요
여기 혹시 와이파이 되나요?	네 와이파이 키셔서 커피토리 연결 후 비밀번호 **** 치시면 됩니다
모히또는 어떤 거에요?	모히또는 에이드처럼 탄산 들어가는 겁니다
약간 톡 쏘는 그런거에요?	네 바 같은데서 파는 칵테일 같은 것인데 무알콜이라고 생각하시면 돼요
그러면 클랜즈는 뭐에요?	클랜즈는 착즙주스 같은건데 녹즙같은거라고 생각하시면 돼요
클랜즈는 그럼 생과일로 직접 짜서 주는거에요?	저희가 여기서 해드리는건 아니고 저희가 이제 제품을 받아서 팩처럼 개별로 이렇게 포장이 돼있어요
플레인 요거트도 포장 가능해요?	매장 내 전 품목 테이크 아웃 가능하세요
그러면 플레인 요거트 하나 주시는데 많이 안달죠?	덜 달기는 한데 아이스 제품이신거는 알고 계시죠?
네 아이스 제품인거 알고 있습니다	플레인 요거트 한 잔 오천 오백 원입니다
리얼 쇼콜라는 뭐에요?	리얼 쇼콜라는 핫초코라고 생각하시면 편해요
아메리카노로 하나 주세요	아메리카노 드시고 가세요?
예 먹고 가려구요	아메리카노 한 잔 사천 삼백 원입니다
할인되는 카드 그런건 없어요?	네 할인되는 카드 따로 없습니다
쿠키는 여기서 직접 만드나요?	네 쿠키는 저희가 직접 만듭니다
아메리카노 테이크 아웃으로 좀 해주세요	네 테이크 아웃으로 해드리겠습니다
영수증도 같이 부탁드려요	네 영수증도 같이 드릴게요 
오트밀 라떼는 뭐 들어가는거에요?	곡물들어가는 미숫가루라고 생각하시면 돼요
오트밀 라떼도 차가운 건가요?	따뜻한 것도 있고 차가운 것도 있어요
그러면 단 정도는 어때요?	달기는 조절해드릴수 있어요
그러면 원래 오트밀 라떼 자체가 좀 단 거에요?	아니요 오트밀 라떼 아예 안 달아요
오트밀 라떼 크기 조절 가능해요?	네 크기 조절 가능합니다
오트밀 라떼 한 잔 주세요	오트밀 라떼 따뜻한 걸로 드려요?
네 따뜻한 오트밀 라떼 부탁드릴게요	오트밀 라떼 한 잔 삼천 오백 원입니다
여긴 몇 시에 문열어요?	아침 9시에서 저녁 10시까지 문열고 주말에는 9시 30분에 문열어요
저기 앉아서 먹을 수도 있나요?	네 음료 가져가셔서 드시면 돼요
여기는 주문한 다음에 2층 가서 마셔야 되나봐요?	네 음료 주문 후 2층 올라가셔야 됩니다
목이 지금 칼칼하면서 안 좋은데 어떤 거 마시면 좋을까요?	시원하게 페퍼민트 드시는거 추천드려요
페퍼민트 허브티로 하나 주세요	적립번호 있으세요?
아니요 없는데 하나 만들면 뭐 있나요?	적립번호 만드시면 10프로 적립되는데 만들어 드릴까요?
네 적립번호 만들어주세요	음료는 삼천 원이고 결제 후 만들어드릴게요
네 이 카드로 결제해주세요	카드 받았고 여기 전화번호랑 성함 적어주세요
음료 받아서 올라가야되나요?	올라가 계시면 갖다 드릴게요
여기 혹시 와이파이 되나요?	네 2층에 와이파이 비밀번호 적혀 있어요
카페라떼 따뜻한 거 하나 주세요	카페라떼 드시고 가시는 건가요?
아니요 텀블러 가져오면 텀블러에 담아주시나요?	네 텀블러에 담아드려요
양 조금 더 주고 그런거 있어요?	아니요 담아준다고 더 주는거 없습니다
적립은 되는가요?	아너스 회원이여야지 할인 가능하시고 쿠폰 10개 다 찍으시면 그때 아너스회원증 발급되시고 그래야 10퍼센트 할인 되세요
쿠폰 10개 찍어야 회원증 발급되요?	10개 마다 오천 원 커피 할인에다가 다 채우시면 회원증 발급해드리구요
라떼 따뜻한 거 테이크아웃으로 한 잔 주세요	쿠폰 찍어드릴까요?
네 쿠폰 찍어주세요	영수증 드릴까요?
네 영수증 주세요	음료 다 되면 진동벨로 알려드리겠습니다
라떼 하나 주세요	라떼 진하게 해서 드릴까요?
네 여기는 우유는 뭘로 써요?	우유는 그냥 서울우유요
여기 체인점이에요?	아니요 지금은 아니에요
예전에는 체인점이였어요?	처음에 오픈할 때는 체인이였는데 지금은 아니죠
원두를 다른데서 받아오시는데가 있어가지고 카페 운영 하는거에요?	원두는 로스팅 전문업체에서 제가 따로 주문해요
어디꺼 쓰시는데요?	원두는 이제 영업비밀이라서 못 알려드리고 거의 최상급 원두 쓴다고 보시면 돼요
제 친구도 커피숍 하는데 대부분 여러가지 섞어서 한다고 하는데 맞나요?	대부분이 물 커피 재료 에스프레소 추출은 거의 블랜딩이에요
텀블러 갖고오면 거기 담아 주시죠?	네 따로 가지고 오시면 담아드려요
라떼 하나 얼마에요?	따뜻한 라떼는 이천 오백 원이고 시원한 라떼는 삼천 원이요
따뜻한 라떼 하나 주시고 여기 적립카드 있어요?	적립카드는 쿠폰 말씀하시는거에요?
네 쿠폰 같은거요	네 쿠폰 있습니다
쿠폰 하나 주시겠어요?	네 쿠폰 여기 있습니다
쿠폰은 어떻게 하면 되는거죠?	10개 찍으시면 이천 오백 원짜리 공짜로 드려요
여기 혹시 카카오페이 결제도 되는가요?	카카오페이 결제는 안됩니다
진하게 먹으려면 샷 추가 하는 거에요?	샷 추가하셔야 진하게 드실 수 있으세요
휴지 좀 가져가도 되는거죠?	네 휴지 가져가셔도 되시고 음료 나왔습니다
라떼 진하게 먹으려면 샷을 추가하는 거에요?	추가비는 없고 진하게 연하게 다 가능해요
그러면 조금 진하게 라떼 따뜻한 거 한 잔 주세요	음료 가져가시나요?
아니요 먹고 갈 거에요	라떼 한 잔 사천 오백 원입니다
카카오페이 결제도 되는가요?	카카오페이 결제 안 되세요
어느정도 기다리면 되나요?	자리에 있으시면 가져다 드리겠습니다
제가 시간이 없어 그러는데 커피를 제가 가지고 다니는 텀블러에 담아 주시겠습니까?	네 커피 텀블러에 담아 드릴게요
아메리카노 한 잔 주시겠어요?	음료 드시고 가실거에요?
네 마시고 가려구요	네 편안한 자리 이용하시면 돼요
카페 콤파냐는 뭐에요?	콤파냐는 에스프레소에다가 생크림 올려드리는거에요
생크림은 시중에서 파는 제품으로 하시는거에요?	저희 가게에서 파는 생크림 저희가 직접 만들어요
그냥 아메리카노 따뜻한 걸로 한 잔 주시고 농도 조절 할 수 있나요?	농도는 제가 기본 조금만 넣어드리고 좀 더 필요하시면 말씀해주세요
네 그냥 농도는 기본으로 해주세요	네 필요하시면 말씀해주세요
혹시 와이파이 비밀번호 여기 있습니까?	여기 바로 앞에 비밀번호 적혀 있습니다
화장실은 어디 있어요?	화장실은 바로 정면에 보시면 있습니다
이 과자는 뭐에요?	커피랑 같이 드시면 맛있을거에요
죄송한데 물 좀 한 잔 주시겠어요?	네 잠시만 기다려주세요
아침에는 몇 시에 문 열어요?	아침 10시에 문 열어요
저녁에는 몇 시에 문 닫아요?	저녁 11시에 문 닫아요
치즈케잌 없어요?	죄송한데 조각 치즈케잌은 지금 여기 나와있는게 다에요
생크림 소프트 쉬폰 이거는 무슨 맛이에요?	그거는 생크림 안에 쉬폰 들어가 있어요
스타벅스에 그런 빵하고 비슷한가요?	네 약간 그럼 느낌의 빵이라고 생각하시면 돼요
생크림 소프트 쉬폰 이거 하나 주세요	빵 드시고 가세요?
아니요 빵 포장해주세요	빵 이천 오백 원 결제 도와드릴게요
여기는 할인이나 적립되는 카드 뭐죠?	CJ ONE 적립되고 아니면 CJ카드라고 붙여져 있는거요
빵 세 시간에서 네 시간 있다가 먹으려면 보관은 어떻게 해야돼요?	빵을 냉장고에 넣어두시면 되세요
포장이라도 기다려야돼요?	네 조금만 기다리시면 돼요
혹시 물티슈 줄 수 있어요?	물티슈 몇 개 드릴까요?
물티슈도 두 개 주세요	물티슈 여기 있습니다
원조커피가 뭐에요?	믹스커피라고 생각하시면 돼요
아이스크림도 있어요?	네 아이스크림 있습니다
소프트 아이스크림이 1500원인데 카라멜 추가하면 500원더 추가되나요?	네 토핑으로 올라가요
노말한 아이스크림이 뭐에요?	바닐라 아이스크림입니다
아메리카노 한 잔 주세요	따뜻한거 드릴까요?
네 티머니로 결제도 돼요?	네 결제할 수 있습니다
적립이나 할인은 없나요?	적립은 지금은 없고 3월 중순쯤 생길 예정입니다
영수증 주시고 샷은 몇 개에요?	두 개입니다
하나만 해주세요	네 다됐습니다
뜨거워서 그런데 얼음 3개만 넣어주세요	네 알겠습니다
이게 몇 미리에요?	그게 사이즈가 크게 나왔어요
작은 사이즈 나왔으면 좋겠습니다	작은 사이즈 있어요
종이 빨대 있어요?	종이 빨대는 아직 안나왔어요
테이크아웃하면 2000원 되어있는데 맞아요?	아메리카노 말씀하시는거세요?
네	네 2000원입니다
생크림 카스텔라 스타벅스에 파는거랑 비슷한거에요?	네 비슷합니다
하나 포장 가능한가요?	네 포장할수 있습니다
포장 부탁드릴게요	생크림 카스텔라 대자로만 포장하시는거에요?
예	4400원 결제 도와드릴게요
돌체라떼는 뭐에요?	커피종류입니다
진짜딸기우유라고하는거는 여기서 만든거에요?	네 직접 만들어요
한 병에 얼마에요?	5800원 입니다
자몽청도 여기서 만든거에요?	네 만들었어요
자몽청 이거는 그냥 따뜻한 물에 차처럼 타먹어도 되는거죠?	따뜻하게 하셔도 되고 차갑게 하셔도되고 탄산수에 타먹어도 됩니다
테이크아웃 되죠?	네 가능합니다
아이스 아메리카노 더치커피랑 아메리카노 맛이 많이 틀리나요?	원두에 따라 다르기도 한데 일단 커피만드는 방식자체가 달라가지고 맛은 차이가 나요
아이스 아메리카노 한 잔 주세요	네 3900원 결제해드릴게요
몇 시에 문열어요?	10시에 열어요
시럽 한 번만 넣어주세요	네 알겠습니다
커피 지금 먹을 수 있나요?	네 먹을수 있습니다
사장님 여기 2층에도 해요?	2층은 아예 안합니다
라떼 한 잔 살게요	따뜻한 거 맞으세요?
아니요 시원한거요	시원한 걸로 드릴게요
멤버십 같은 거 있나요?	skt할인 되고 쿠폰해드릴까요?
아니요 괜찮습니다	준비되면 진동벨로 알려드릴께요
네 영수증 좀 주세요	네 여기있습니다
스파클링에이드 많이 달아요?	어떤 종류 스파클링 말씀하시나요?
망고들어간거요	많이 달지 않습니다
시럽은 어디있어요?	뒤쪽에 빨대랑 같이 있습니다
종이컵에 물 한 컵 얻어가도 될까요?	뒤쪽에 종이컵있는데 주시면 담아드리겠습니다
플랜클링 이거 탄산들어있는거에요?	네 다 들어있습니다
많이 달아요?	많이 달진않고 어느정도 단 맛은 있어요
플랜클링레몬 하나 주세요	4000원 결제 도와드릴게요
씨제이카드 있으면 적립되나요?	네 번호 입력해주세요
저쪽에 있는건 아이스크림이죠?	아니요 떠먹는 케이크에요
얼음은 그냥 무료로 주시나요?	네 무료입니다
여기 몇 시까지해요?	11시 50분까지 합니다
여기 시원한게 뭐 어떤게 있죠?	커피종류 말씀하시는건가요?
아니요 커피말구요	네 티종류에도 얼그레이 자스민 있고 아니면 고구마라떼 홍차라떼 초콜릿티 복숭아티 이렇게 있습니다
아이스 아메리카노는 얼마에요?	3800원입니다
두 개 주세요	네 잠시만 기다려주세요
저 베이글은 뭐 발라서 주는거에요?	베이글은 플레인맛이랑 어니언맛 있습니다
그럼 바르는 소스는 따로 없는거에요?	저희 바르는 소스는 따로 없고 크림치즈를 이렇게 드려요
여기서 데워서 주는거에요?	네 데워서 드립니다
아이스아메리카노 두 개만 주세요	네 뜨거운 물 같이 준비해드릴까요?
아뇨 뜨거운 물 놔두고 아이스아메리카노만 주세요	네 쿠폰도 만들어 드릴까요?
네 화장실 어디있나요?	저쪽에 푸드코트쪽으로 쭉 가시면 돼요
여기 주차권은 무료되나요?	주말에는 5시간 무료에요
휴지는 어딨어요?	냅킨 오른쪽에 있어요
여기 생과일 주스는 뭐가 있어요?	자몽이랑 바나나랑 토마토있어요
차 종류는 이거에요?	차는 메뉴판보면 티종류에 있어요
바나나주스는 어떻게 만드는거에요?	생과일 바나나넣고 우유넣고 만드는거에요
너무 달진 않아요?	생과일 주스 중에는 달아요
시럽을 많이 넣어서 그래요?	벌꿀을 넣습니다
에스프레소 콘파냐는 뭐에요?	에스프레소위에 콘파냐 올라가는거에요
토마토주스 작은 거 되나요?	레귤러가 제일 작은컵이에요
토마토주스 너무 달게하진 말고 하나 주세요	드시고 가세요?
네 먹고갈께요	5300원입니다
카드되죠?	네 가능합니다
영수증 주세요	잠시만 기다려주세요
이거 먹다가 테이크아웃되나요?	가져오시면 저희가 잔을 바꿔드려요
자몽주스하고 자몽에이드는 뭐가 차이점이에요?	에이드에는 설탕이 들어갑니다
자몽주스는 그냥 자몽 생으로 가는 거에요?	계랑컵에 물이랑 희석해서 갈아요
여기 앉을까요?	아무데나 앉으시면 저희가 불러드릴께요
에그햄머핀은 양이 많아요?	맥도날드 머핀만한 크기입니다
민트라떼는 어떤거에요?	민트시럽이랑 커피랑 나가는거에요
라떼면 우유들어가요?	네 들어갑니다
많이 달아요?	달기보단 민트향이 강하게 나요
카페라떼 한 잔 주세요	따뜻한거 맞으세요?
네 루이보스 바닐라도 루이보스랑 바닐라 두 개가 합쳐진거에요?	네 두 개 합쳐진겁니다
레귤러가 제일 작은거에요?	네 라떼랑 카푸치노 한 잔 맞으세요?
네	드시고 가세요?
네	영수증 드릴까요?
네 카푸치노 한 개 카페라떼로 바꿀 수 있나요?	네 변경 가능합니다
여기 식사도 있나 봐요?	네 냉동필라프 있습니다
내맘대로 커피는 샷을 조절 할 수 있는거에요?	네 조절 하는 거에요
여기 복지카드 할인되죠?	복지카드는 원플러스원 커플요금제입니다
멤버십 VIP고객은 안 되는 거에요?	네 커플요금제만 가능합니다
카푸치노가 좀 쓰나요?	조금 쓸 수도 있어요
부드럽게 할 수 있나요?	샷을 하나 빼시면 됩니다
원래는 투 샷이에요?	원래 투 샷입니다
한 샷 반으로 해주세요	네 따뜻하게 해드려요?
네 따뜻하게 해주시고 여기 라자냐있죠?	네 있습니다
라자냐는 양이 많나요?	양이 그렇게 많지는 않아요
바닐라딜라이트 주세요	네 드시고 가시죠?
네 먹다가 혹시 밖으로 나가고싶으면 테이크아웃잔에 담아주세요?	네 가져오시면 돼요
애플그린씨 안에 계란들어있는거에요?	네 들어있습니다
여기는 리필정책이 있네요?	네 리필해드립니다
할리스매장은 다 리필되는거에요?	다 되는데 머그컵으로 드셨을 경우에만 리필해 드립니다
여기 주차장공용이죠?	네 공용입니다
유로드립이 우리 일반적으로 마시는 것보다 순해요?	네 유로드립은 상대적으로 연한 편입니다
샷은 몇 개나 추가되는 거예요?	유로드립은 샷이 들어가지 않고, 내려 마시는 음료입니다
여기 딸기 주스는 없어요?	네 죄송하지만 딸기 주스는 없습니다
생딸기 주스 없어요?	네 죄송하지만 생딸기 주스는 없습니다
큐브라떼도 커피인가요?	큐브라떼는 얼린 커피에 뜨거운 우유를 넣어 녹여 마시는 음료입니다
큐브라떼는 맛이 좀 강해요?	고객님의 입맛에 따라 다르겠지만, 큐브라떼는 일반적인 아이스 라떼와 비슷합니다
유로드립 한 잔 하구요, 카푸치노 주세요	카푸치노는 따뜻하게 드릴까요?
네	네 카푸치노 따뜻하게 준비해드리겠습니다
삼성페이 결제 되나요?	네 삼성페이 결제 가능합니다
테이크아웃잔은 안 되죠?	테이크아웃잔에 드릴 수 있습니다
핸드폰은 조심해서 만져주세요	네 알겠습니다
삼성페이가 안돼면 다른 카드로 계산할게요	네 알겠습니다
사이드는 다콰즈 종류 외에는 없어요?	고객님, 죄송하지만 다른 종류는 다 팔렸습니다
얼그레이하고 레몬차 중에서 좀 덜 단 맛이 나는건 어떤거죠?	얼그레이와 레몬차는 단 맛을 내는 재료가 똑같이 들어갑니다 
여기 커피가 좀 맛이 강한가요?	저희 매장은 커피에 에스프레소 샷을 두 개 넣고 있습니다
혹시 좀 덜 진하게 할 수 있나요?	네 연하게 가능합니다
아인슈페너는 뭐죠?	아인슈페너는 진한 아메리카노 위에 크림을 올린 음료입니다
아인슈페너 한 개랑 아메리카노 따뜻한거 하나 주세요	네 결제 도와드리겠습니다
영수증 주세요	네 영수증 드리겠습니다
혹시 따뜻한 물 좀 얻을 수 있을까요?	네 따뜻한 물 준비해드리게습니다
유자차 따뜻한 거는 4500원이에요?	네 따뜻한 유자차는 4500원입니다
레몬유자차하고 유자차하고 차이점이 뭐예요?	레몬유자차는 레몬청과 유자청이 모두 들어가고, 유자차는 유자청만 들어갑니다
얼그레이는 뭐예요?	얼그레이는 홍차입니다
생과일 주스는 어떤게 있어요?	생과일 주스는 판매하지 않습니다
자몽에이드는 너무 달지는 않죠?	고객님의 입맛에 따라 다르지만, 자몽에이드는 단 맛을 내는 재료가 들어가는 음료입니다
자몽에이드하고 카푸치노 주세요	카푸치노는 따뜻하게 드릴까요?
따뜻하게 주세요	네 13400원 결제해드리겠습니다
적립되는 카드는 없어요?	죄송하지만, 적립되는 카드는 없습니다
스탬프도 없어요?	네 스탬프로 적립할 수 없습니다
주차는 무료로 되는 거예요?	차를 어디에 세우셨나요?
앞에 세워놨거든	영수증을 보여주시면 무료로 주차 가능합니다
여기서 먹을건데 왜 테이크아웃잔에 줘요?	테이크아웃 매장이기 때문에 모든 음료는 테이크아웃잔에 제공됩니다
진저라떼 생강이 들었어요?	네 진저라떼에는 생강이 들어갑니다
커피에다가 생강을 넣나요?	진저라떼는 커피는 들어가지 않고, 생강청으로 제조합니다
케이크 같은건 없어요?	케이크는 아직 준비되지 않았습니다
식혜는 얼마인데요?	식혜는 2500원입니다
아메리카노는 샷이 몇 개 들어가요?	아메리카노에는 샷이 두 개 들어갑니다
아메리카노 원 샷으로 해주세요	네 아메리카노 준비해드리겠습니다
영수증도 주세요	네 영수증 드리겠습니다
생긴지 얼마나 됐어요?	저희 매장은 1년 넘게 운영하고 있습니다
음료에 얼음 몇 개 넣어주세요	네 음료에 얼음 넣어드리겠습니다
작은 사이즈 테이크아웃 아메리카노 얼마에요?	아메리카노 작은 사이즈는 1800원입니다
따뜻한 아메리카노 주세요	네 1800원 결제해드리겠습니다
작은거는 얼마고, 큰거는 얼마에요?	작은 사이즈는 1800원, 큰 사이즈는 2800원입니다
적립 같은건 안 해요?	적립 쿠폰이 있습니다
적립 쿠폰 주세요	네 적립 쿠폰과 방문 쿠폰 드리겠습니다
방문 쿠폰은 뭐예요?	방문 쿠폰은 방문할 때마다 스탬프를 찍어드리며, 다 채우시면 100원으로 사용하실 수 있습니다
영수증 좀 주세요	네 영수증 드리겠습니다
여기는 프랜차이즈에요?	네 저희 매장은 프랜차이즈 매장입니다
몇 시까지 해요?	오후 11시까지 영업합니다
아침에는 몇 시에 열어요?	오전 11시에 오픈합니다
프랜차이즈에요?	저희 매장은 프랜차이즈가 아닙니다
메뉴는 누가 만드는 거예요?	사장님이 직접 만드십니다
말린 과일은 설탕을 넣은 거예요?	말린 과일은 100퍼센트 과일입니다
말린 과일은 다 2000원씩이에요?	네 말린 과일은 2000원입니다
생긴지 얼마나 됐어요?	오픈한지 3개월이 되었습니다
테이크아웃하면 싸게 해주는거 없어요?	네 테이크아웃 할인은 없습니다
베니스카푸치노랑 바닐라카푸치노랑 뭐가 달라요?	베니스카푸치노는 카푸치노 위에 생크림이 올라가고, 바닐라카푸치노는 카푸치노에 바닐라 시럽이 들어갑니다
일반 카푸치노 따듯하게 하나 해주실래요?	네 카푸치노 준비해드리겠습니다
카드해도 돼요?	네 카드 결제 가능합니다
46** 회원 등록되어 있나 봐주실래요?	네 46**은 회원 등록이 되어 있습니다
아그로타타마는 무슨 뜻이에요?	아그로타타마는 콜롬비아 유기농 원두입니다
영수증 좀 주실래요?	네 영수증 드리겠습니다
바닐라 라떼는 일반 라떼랑 다르죠?	네 바닐라 라떼는 유기농 사탕수수 시럽이 들어갑니다
오후에는 가게 앞에 주차해도 되나요?	가게 앞은 주차단속 구간이기 때문에 주차하실 수 없습니다
에이드 다 생과일로 해주나요?	네 에이드는 생과일로 제조합니다
레몬에이드 한 잔은 얼마에요?	레몬에이드는 2000원입니다
아메리카노 있어요?	네 따듯한 아메리카노와 차가운 아메리카노가 있습니다
아메리카노 한 잔 주세요	아메리카노 따뜻하게 드릴까요?
네 따뜻한거 주세요	네 따뜻한 아메리카노 준비해드리겠습니다
라떼 종류는 다 우유가 들어가는 건가요?	네 라떼 종류에는 우유가 들어갑니다
쿠폰 없어요?	네 쿠폰 적립은 하지 않고 있습니다
과일 주스는 생과일이에요?	네 과일 주스는 생과일로 제조합니다
블루베리 주스 한 잔 주세요	네 블루베리 주스 준비해드리겠습니다
적립은 없어요?	네 적립은 하지 않고 있습니다
컵 빙수도 지금 하나요?	네 컵 빙수 주문 가능합니다
아메리카노 제일 작은 사이즈로 3개 주세요	아메리카노 따뜻하게 드릴까요?
아이스로 주세요	시럽 넣어드릴까요?
넣지 말고 주세요	캐리어는 20원인데 필요하신가요?
네 캐리어 주세요	네 음료와 캐리어 준비해드리겠습니다
쿠폰 도장 찍어주나요?	1500원 이상이면 적립해 드립니다
땅콩 카라멜 라떼는 땅콩이 들어가나요?	네 땅콩하고 카라멜 넣은 메뉴입니다
브이적힌 건 뭡니까?	브이는 벤티사이즈이고 알은 레귤러, 작은 사이즈입니다
여기는 체인인가요?	네 체인으로 전국에 있습니다
카라멜 마끼야또에도 우유 들어가나요?	네, 들어갑니다
우유가 안들어간 거는 있나요?	안들어가는 건 아메리카노 뿐입니다
아메리카노 레귤러 사이즈 하나 주세요	따뜻하게 드릴까요?
네, 따뜻하게요	천오백원입니다
체크카드로 할게요	네, 레귤러 사이즈는 투 샷이 들어가서 진할 수 있는데 괜찮으세요?
네, 여기는 포인트 할인은 없나요?	10잔 찍으면 한잔 무료인 쿠폰이 있습니다
뜨거워서 얼음3개만 넣어주세요	네 알겠습니다
이거 처음 나올때 몇도입니까?	85도 입니다
배달도 되나요?	배달은 안됩니다
마카롱은 여기서 만드나요?	네 마카롱은 여기서 만듭니다
가격은?	마카롱은 2000원입니다
인터넷판매도 하나요?	매장이나 sns에서만 팝니다
sns는 어디로 들어가면 되나요?	인스타랑 페이스북에서 주문하시고 찾으러 오시면 돼요
커피 주세요	아메리카노 드릴까요?
아메리카노 한잔 주세요	네 아메리카노 한잔 드리겠습니다
카푸치노도 되나요?	네 카푸치노도 됩니다
카드로 할게요	네 결제해드리겠습니다
뚜껑 닫지 말아주세요	네 뚜껑 없이 드리겠습니다
영업은 몇시까지 하시나요?	10시정도인데 손님있으면 12시까지 영업합니다
커피는 로스팅 된 거를 쓰시나요?	로스팅을 되어있는 걸 들고옵니다
여기에 시나몬 가루 뿌릴 수 있나요?	네 시나몬 가루 뿌릴 수 있습니다
카페모카랑 카푸치노랑 어떻게 달라요?	초코시럽에 모카가 들어갑니다
치즈케이크도 있어요	치즈케이크 있습니다
치즈케이크은 얼마에요?	9000원입니다
치즈케이크 하나 주세요	네 치즈케이크 하나 드리겠습니다
포인트 적립있어요?	저희는 포인트 적립 제도가 없습니다
따듯한 물 한잔 있어요?	네 따듯한 물 한잔 드릴게요
커피찌꺼기 남은 거 있어요	아뇨 지금은 커피찌꺼기 없습니다
대만 샌드위치가 뭐에요?	햄, 계란이 들어간 샌드위치입니다
여기는 텀블러가지고 오면 할인되나요?	할인은 안되고 텀블러 크기에 맞춰서 음료를 조금 더 드립니다
전부 과일 인가요?	네, 생과일쥬스 집이에요
커피도 있어요?	커피도 있습니다
덜 찬 건?	따뜻하게 드시는 것도 있습니다
우유를 들어간 메뉴 있나요?	우유는 메뉴에 전부 들어갑니다
얼음 안들어가는 건?	얼음 안들어가는 건 없습니다
생딸기쥬스 작은 거 하나 주세요	2500원 계산해드리고 영수증 드릴까요?
네 주세요	지금 바로 드시는거에요?
네	빨대 꽂아 드릴게요
